WASHINGTON PARK,148,60609,7/24/2021,36,7480,0,156,61495,1230
FULLER PARK,148,60609,7/24/2021,36,7480,0,156,61495,1230
DOUGLAS,148,60609,7/24/2021,36,7480,0,156,61495,1230
GRAND BOULEVARD,148,60609,7/24/2021,36,7480,0,156,61495,1230
BRIDGEPORT,149,60609,1/23/2021,143,6265,2,124,61495,1794
MCKINLEY PARK,149,60609,1/23/2021,143,6265,2,124,61495,1794
BRIGHTON PARK,149,60609,1/23/2021,143,6265,2,124,61495,1794
ARMOUR SQUARE,149,60609,1/23/2021,143,6265,2,124,61495,1794
NEW CITY,149,60609,1/23/2021,143,6265,2,124,61495,1794
GAGE PARK,149,60609,1/23/2021,143,6265,2,124,61495,1794
WASHINGTON PARK,149,60609,1/23/2021,143,6265,2,124,61495,1794
FULLER PARK,149,60609,1/23/2021,143,6265,2,124,61495,1794
DOUGLAS,149,60609,1/23/2021,143,6265,2,124,61495,1794
GRAND BOULEVARD,149,60609,1/23/2021,143,6265,2,124,61495,1794
BRIDGEPORT,150,60609,8/14/2021,63,7607,0,157,61495,1729
MCKINLEY PARK,150,60609,8/14/2021,63,7607,0,157,61495,1729
BRIGHTON PARK,150,60609,8/14/2021,63,7607,0,157,61495,1729
ARMOUR SQUARE,150,60609,8/14/2021,63,7607,0,157,61495,1729
NEW CITY,150,60609,8/14/2021,63,7607,0,157,61495,1729
GAGE PARK,150,60609,8/14/2021,63,7607,0,157,61495,1729
WASHINGTON PARK,150,60609,8/14/2021,63,7607,0,157,61495,1729
FULLER PARK,150,60609,8/14/2021,63,7607,0,157,61495,1729
DOUGLAS,150,60609,8/14/2021,63,7607,0,157,61495,1729
GRAND BOULEVARD,150,60609,8/14/2021,63,7607,0,157,61495,1729
BRIDGEPORT,151,60609,8/21/2021,79,7686,0,157,61495,1760
MCKINLEY PARK,151,60609,8/21/2021,79,7686,0,157,61495,1760
BRIGHTON PARK,151,60609,8/21/2021,79,7686,0,157,61495,1760
ARMOUR SQUARE,151,60609,8/21/2021,79,7686,0,157,61495,1760
NEW CITY,151,60609,8/21/2021,79,7686,0,157,61495,1760
GAGE PARK,151,60609,8/21/2021,79,7686,0,157,61495,1760
WASHINGTON PARK,151,60609,8/21/2021,79,7686,0,157,61495,1760
FULLER PARK,151,60609,8/21/2021,79,7686,0,157,61495,1760
DOUGLAS,151,60609,8/21/2021,79,7686,0,157,61495,1760
GRAND BOULEVARD,151,60609,8/21/2021,79,7686,0,157,61495,1760
BRIDGEPORT,152,60609,8/28/2021,63,7749,0,157,61495,1857
MCKINLEY PARK,152,60609,8/28/2021,63,7749,0,157,61495,1857
BRIGHTON PARK,152,60609,8/28/2021,63,7749,0,157,61495,1857
ARMOUR SQUARE,152,60609,8/28/2021,63,7749,0,157,61495,1857
NEW CITY,152,60609,8/28/2021,63,7749,0,157,61495,1857
GAGE PARK,152,60609,8/28/2021,63,7749,0,157,61495,1857
WASHINGTON PARK,152,60609,8/28/2021,63,7749,0,157,61495,1857
FULLER PARK,152,60609,8/28/2021,63,7749,0,157,61495,1857
DOUGLAS,152,60609,8/28/2021,63,7749,0,157,61495,1857
GRAND BOULEVARD,152,60609,8/28/2021,63,7749,0,157,61495,1857
WEST TOWN,153,60610,12/5/2020,133,2046,1,17,39019,1709
WEST TOWN,154,60610,1/2/2021,82,2406,1,24,39019,1532
