PERMIT#,PERMIT_TYPE,APPLICATION_START_DATE,ISSUE_DATE,LATITUDE,LONGITUDE,zipcode,community_area
100918259,PERMIT - NEW CONSTRUCTION,6/22/2021,6/22/2021,41.99058808,-87.7978435,60631,NORWOOD PARK
100922272,PERMIT - NEW CONSTRUCTION,6/22/2021,8/17/2021,41.97806147,-87.78768227,60646,FOREST GLEN
100908519,PERMIT - NEW CONSTRUCTION,6/21/2021,10/28/2021,41.89325769,-87.67877321,60612,NORTH LAWNDALE
100837220,PERMIT - NEW CONSTRUCTION,6/21/2021,6/21/2021,41.81709683,-87.71975498,60632,ARCHER HEIGHTS
100922716,PERMIT - NEW CONSTRUCTION,6/21/2021,7/2/2021,41.92618862,-87.69242696,60647,LOGAN SQUARE
100925231,PERMIT - NEW CONSTRUCTION,6/21/2021,9/27/2021,41.90967818,-87.63647107,60614,LOGAN SQUARE
100923691,PERMIT - NEW CONSTRUCTION,6/21/2021,7/27/2021,41.97331729,-87.74309034,60630,FOREST GLEN
100911598,PERMIT - NEW CONSTRUCTION,6/21/2021,6/24/2021,41.97160605,-87.72464139,60659,NORTH PARK
100920212,PERMIT - NEW CONSTRUCTION,6/21/2021,10/28/2021,41.81269104,-87.61377432,60653,KENWOOD
100922720,PERMIT - NEW CONSTRUCTION,6/18/2021,9/21/2021,41.77655525,-87.6023405,60637,WOODLAWN
100922539,PERMIT - NEW CONSTRUCTION,6/18/2021,8/4/2021,41.94694783,-87.6805027,60618,AVONDALE
100922407,PERMIT - NEW CONSTRUCTION,6/18/2021,8/20/2021,41.92590065,-87.69241615,60647,LOGAN SQUARE
100926342,PERMIT - NEW CONSTRUCTION,6/17/2021,7/8/2021,41.78517099,-87.60866927,60637,WOODLAWN
100918026,PERMIT - NEW CONSTRUCTION,6/16/2021,8/10/2021,41.99175033,-87.65671746,60660,EDGEWATER
100911156,PERMIT - NEW CONSTRUCTION,6/16/2021,6/16/2021,41.91823236,-87.68685101,60647,LOGAN SQUARE
100911157,PERMIT - NEW CONSTRUCTION,6/16/2021,6/16/2021,41.91823395,-87.68677487,60647,LOGAN SQUARE
100921267,PERMIT - NEW CONSTRUCTION,6/16/2021,6/16/2021,41.90623506,-87.72139294,60651,HUMBOLDT PARK
100923331,PERMIT - NEW CONSTRUCTION,6/16/2021,6/29/2021,42.00029847,-87.80930948,60631,NORWOOD PARK
100927111,PERMIT - NEW CONSTRUCTION,6/16/2021,6/16/2021,41.98354044,-87.65859062,60660,EDGEWATER
100921848,PERMIT - NEW CONSTRUCTION,6/16/2021,6/16/2021,41.92028346,-87.6960304,60647,LOGAN SQUARE
100926611,PERMIT - NEW CONSTRUCTION,6/15/2021,6/15/2021,41.88085605,-87.61763589,60601,LOOP
100926797,PERMIT - NEW CONSTRUCTION,6/15/2021,6/16/2021,41.95995019,-87.79409123,60634,BELMONT CRAGIN
100921345,PERMIT - NEW CONSTRUCTION,6/15/2021,6/15/2021,41.90612306,-87.72138998,60651,HUMBOLDT PARK
100921574,PERMIT - NEW CONSTRUCTION,6/15/2021,6/15/2021,41.90473645,-87.71920788,60651,HUMBOLDT PARK
100915916,PERMIT - NEW CONSTRUCTION,6/15/2021,6/15/2021,41.96909349,-87.6936676,60625,ALBANY PARK
100921542,PERMIT - NEW CONSTRUCTION,6/15/2021,6/15/2021,41.91958886,-87.73167755,60639,LOGAN SQUARE
100918613,PERMIT - NEW CONSTRUCTION,6/15/2021,6/15/2021,41.95581,-87.68324027,60618,AVONDALE
100921810,PERMIT - NEW CONSTRUCTION,6/14/2021,7/1/2021,41.80679723,-87.68820317,60632,ARCHER HEIGHTS
100921809,PERMIT - NEW CONSTRUCTION,6/14/2021,7/1/2021,41.8068525,-87.68820469,60632,ARCHER HEIGHTS
100901306,PERMIT - NEW CONSTRUCTION,6/14/2021,6/14/2021,41.90605651,-87.68142231,60622,WEST TOWN
100919205,PERMIT - NEW CONSTRUCTION,6/11/2021,6/21/2021,41.8277756,-87.64467168,60609,BRIDGEPORT
100919204,PERMIT - NEW CONSTRUCTION,6/11/2021,7/6/2021,41.82783216,-87.64467288,60609,BRIDGEPORT
100896081,PERMIT - NEW CONSTRUCTION,6/11/2021,6/11/2021,41.93856244,-87.71722648,60618,AVONDALE
100906975,PERMIT - NEW CONSTRUCTION,6/10/2021,6/10/2021,41.86838347,-87.68623302,60612,NORTH LAWNDALE
100917946,PERMIT - NEW CONSTRUCTION,6/10/2021,6/10/2021,41.94995644,-87.65547395,60613,
100923518,PERMIT - NEW CONSTRUCTION,6/10/2021,6/10/2021,41.9227401,-87.68659225,60647,LOGAN SQUARE
100918367,PERMIT - NEW CONSTRUCTION,6/10/2021,6/10/2021,41.94047921,-87.65640822,60657,LAKEVIEW
100923565,PERMIT - NEW CONSTRUCTION,6/9/2021,6/9/2021,41.94442965,-87.64293661,60657,LAKEVIEW
100909060,PERMIT - NEW CONSTRUCTION,6/9/2021,6/9/2021,41.9211982,-87.65696105,60614,LOGAN SQUARE
100922332,PERMIT - NEW CONSTRUCTION,6/9/2021,6/15/2021,41.89690353,-87.63436122,60610,WEST TOWN
100913662,PERMIT - NEW CONSTRUCTION,6/9/2021,6/9/2021,41.96581673,-87.68467881,60625,ALBANY PARK
100922115,PERMIT - NEW CONSTRUCTION,6/9/2021,9/15/2021,41.90922531,-87.71314474,60651,HUMBOLDT PARK
100924477,PERMIT - NEW CONSTRUCTION,6/8/2021,6/8/2021,41.92728515,-87.65469743,60614,LOGAN SQUARE
100907787,PERMIT - NEW CONSTRUCTION,6/8/2021,6/8/2021,41.91112546,-87.71024678,60647,LOGAN SQUARE
100925755,PERMIT - NEW CONSTRUCTION,6/8/2021,7/28/2021,41.75282202,-87.74135449,60652,ASHBURN
100923714,PERMIT - NEW CONSTRUCTION,6/8/2021,6/8/2021,41.90176191,-87.6293413,60611,
100925778,PERMIT - NEW CONSTRUCTION,6/8/2021,6/8/2021,41.9421789,-87.69776177,60625,ALBANY PARK
100924734,PERMIT - NEW CONSTRUCTION,6/8/2021,6/8/2021,41.9421789,-87.69776177,60625,ALBANY PARK
100924460,PERMIT - NEW CONSTRUCTION,6/7/2021,6/7/2021,41.88422161,-87.61933906,60601,LOOP
100917177,PERMIT - NEW CONSTRUCTION,6/7/2021,6/7/2021,41.85507255,-87.65944973,60608,NORTH LAWNDALE
100924955,PERMIT - NEW CONSTRUCTION,6/7/2021,6/7/2021,41.88826607,-87.75520769,60644,AUSTIN
100921464,PERMIT - NEW CONSTRUCTION,6/7/2021,6/7/2021,41.9494869,-87.68484247,60618,AVONDALE
100878553,PERMIT - NEW CONSTRUCTION,6/7/2021,7/20/2021,41.90556668,-87.69552331,60622,WEST TOWN
100918715,PERMIT - NEW CONSTRUCTION,6/4/2021,6/4/2021,41.9208746,-87.66059979,60614,LOGAN SQUARE
100921784,PERMIT - NEW CONSTRUCTION,6/4/2021,7/7/2021,41.93682265,-87.71134815,60618,AVONDALE
100910839,PERMIT - NEW CONSTRUCTION,6/4/2021,6/4/2021,41.67735092,-87.63963132,60628,WASHINGTON HEIGHTS
100910847,PERMIT - NEW CONSTRUCTION,6/4/2021,6/4/2021,41.67723805,-87.63962758,60628,WASHINGTON HEIGHTS
100910845,PERMIT - NEW CONSTRUCTION,6/4/2021,6/4/2021,41.67729448,-87.63962945,60628,WASHINGTON HEIGHTS
100872280,PERMIT - NEW CONSTRUCTION,6/4/2021,6/4/2021,41.92783642,-87.79552,60707,MONTCLARE
100885002,PERMIT - NEW CONSTRUCTION,6/3/2021,6/3/2021,41.91604739,-87.68152886,60647,LOGAN SQUARE
100923686,PERMIT - NEW CONSTRUCTION,6/3/2021,6/3/2021,41.80812169,-87.69707375,60632,ARCHER HEIGHTS
100920788,PERMIT - NEW CONSTRUCTION,6/3/2021,7/14/2021,41.90626108,-87.716954,60651,HUMBOLDT PARK
100920781,PERMIT - NEW CONSTRUCTION,6/3/2021,7/14/2021,41.90626273,-87.71679986,60651,HUMBOLDT PARK
100924149,PERMIT - NEW CONSTRUCTION,6/3/2021,6/3/2021,41.91745895,-87.75936985,60651,HUMBOLDT PARK
100920794,PERMIT - NEW CONSTRUCTION,6/3/2021,7/14/2021,41.90626025,-87.71703107,60651,HUMBOLDT PARK
100920797,PERMIT - NEW CONSTRUCTION,6/3/2021,8/17/2021,41.90625942,-87.71710814,60651,HUMBOLDT PARK
100919907,PERMIT - NEW CONSTRUCTION,6/3/2021,6/3/2021,41.94498879,-87.67340918,60657,LAKEVIEW
100925143,PERMIT - NEW CONSTRUCTION,6/3/2021,6/3/2021,41.88102972,-87.61728157,60601,LOOP
100920785,PERMIT - NEW CONSTRUCTION,6/3/2021,7/14/2021,41.90626191,-87.71687693,60651,HUMBOLDT PARK
100924664,PERMIT - NEW CONSTRUCTION,6/3/2021,6/3/2021,41.78954209,-87.60111507,60637,WOODLAWN
100816037,PERMIT - NEW CONSTRUCTION,6/2/2021,10/7/2021,41.99175033,-87.65671746,60660,EDGEWATER
100922218,PERMIT - NEW CONSTRUCTION,6/2/2021,6/14/2021,41.97396273,-87.76647598,60630,FOREST GLEN
100921342,PERMIT - NEW CONSTRUCTION,6/2/2021,6/23/2021,41.81011374,-87.70882792,60632,ARCHER HEIGHTS
100921257,PERMIT - NEW CONSTRUCTION,6/2/2021,7/14/2021,41.92732659,-87.69124693,60647,LOGAN SQUARE
100919806,PERMIT - NEW CONSTRUCTION,6/2/2021,11/30/2021,41.96087486,-87.72476715,60641,AVONDALE
100913485,PERMIT - NEW CONSTRUCTION,6/2/2021,6/2/2021,41.76289638,-87.59955291,60619,AVALON PARK
100909875,PERMIT - NEW CONSTRUCTION,6/2/2021,6/17/2021,41.91798368,-87.74333873,60639,LOGAN SQUARE
100923744,PERMIT - NEW CONSTRUCTION,6/2/2021,6/2/2021,41.78954209,-87.60111507,60637,WOODLAWN
100915006,PERMIT - NEW CONSTRUCTION,6/2/2021,6/2/2021,42.00284897,-87.8130753,60631,NORWOOD PARK
100908580,PERMIT - NEW CONSTRUCTION,6/2/2021,6/2/2021,41.89444112,-87.66212874,60642,WEST TOWN
100924144,PERMIT - NEW CONSTRUCTION,6/1/2021,6/2/2021,41.7858403,-87.59906822,60637,WOODLAWN
100921242,PERMIT - NEW CONSTRUCTION,6/1/2021,8/13/2021,41.81007937,-87.62108698,60653,KENWOOD
100913950,PERMIT - NEW CONSTRUCTION,6/1/2021,6/1/2021,41.85332153,-87.66729693,60608,NORTH LAWNDALE
100924419,PERMIT - NEW CONSTRUCTION,6/1/2021,6/1/2021,41.77968071,-87.69204552,60629,WEST ELSDON
100922356,PERMIT - NEW CONSTRUCTION,5/31/2021,5/31/2021,41.69773579,-87.61121079,60628,WASHINGTON HEIGHTS
100924406,PERMIT - NEW CONSTRUCTION,5/28/2021,6/25/2021,41.8717937,-87.6777657,60612,NORTH LAWNDALE
100908583,PERMIT - NEW CONSTRUCTION,5/27/2021,7/30/2021,41.96543743,-87.65633776,60625,ALBANY PARK
100897895,PERMIT - NEW CONSTRUCTION,5/27/2021,6/7/2021,41.93941369,-87.6824011,60618,AVONDALE
100919557,PERMIT - NEW CONSTRUCTION,5/26/2021,6/8/2021,41.80823782,-87.62266184,60653,KENWOOD
100919379,PERMIT - NEW CONSTRUCTION,5/26/2021,6/25/2021,41.68806346,-87.70298736,60655,BEVERLY
100855433,PERMIT - NEW CONSTRUCTION,5/26/2021,10/25/2021,41.98734586,-87.70250138,60659,NORTH PARK
100920739,PERMIT - NEW CONSTRUCTION,5/26/2021,8/3/2021,41.83857759,-87.66231167,60608,NORTH LAWNDALE
100919558,PERMIT - NEW CONSTRUCTION,5/26/2021,6/21/2021,41.80818131,-87.62266031,60653,KENWOOD
100920386,PERMIT - NEW CONSTRUCTION,5/25/2021,6/10/2021,41.93703236,-87.67155584,60657,LAKEVIEW
100906987,PERMIT - NEW CONSTRUCTION,5/25/2021,6/10/2021,41.86831559,-87.68623057,60612,NORTH LAWNDALE
100914426,PERMIT - NEW CONSTRUCTION,5/24/2021,10/25/2021,41.90749938,-87.69340754,60647,LOGAN SQUARE
100919756,PERMIT - NEW CONSTRUCTION,5/24/2021,8/24/2021,41.95229598,-87.68942119,60618,AVONDALE
100916784,PERMIT - NEW CONSTRUCTION,5/24/2021,11/1/2021,41.88536229,-87.69967611,60624,HUMBOLDT PARK
100919103,PERMIT - NEW CONSTRUCTION,5/24/2021,7/26/2021,41.81145526,-87.60972354,60653,KENWOOD
100923704,PERMIT - NEW CONSTRUCTION,5/21/2021,6/16/2021,41.98354044,-87.65859062,60660,EDGEWATER
100915828,PERMIT - NEW CONSTRUCTION,5/20/2021,7/14/2021,41.89856635,-87.71626899,60651,HUMBOLDT PARK
100910062,PERMIT - NEW CONSTRUCTION,5/20/2021,5/20/2021,41.93696428,-87.66098858,60657,LAKEVIEW
100919341,PERMIT - NEW CONSTRUCTION,5/20/2021,6/18/2021,41.68798666,-87.70202468,60655,BEVERLY
100923212,PERMIT - NEW CONSTRUCTION,5/20/2021,5/20/2021,41.87859028,-87.66419635,60607,LOOP
100922226,PERMIT - NEW CONSTRUCTION,5/19/2021,5/19/2021,41.90084861,-87.64887679,60622,WEST TOWN
100918914,PERMIT - NEW CONSTRUCTION,5/19/2021,6/2/2021,42.00269022,-87.81325611,60631,NORWOOD PARK
100918913,PERMIT - NEW CONSTRUCTION,5/19/2021,6/25/2021,42.00259867,-87.81336038,60631,NORWOOD PARK
100890019,PERMIT - NEW CONSTRUCTION,5/19/2021,7/26/2021,41.94818452,-87.65814611,60613,
100914932,PERMIT - NEW CONSTRUCTION,5/18/2021,5/18/2021,41.97090363,-87.69109433,60625,ALBANY PARK
100914916,PERMIT - NEW CONSTRUCTION,5/18/2021,5/18/2021,41.97090447,-87.69102706,60625,ALBANY PARK
100908249,PERMIT - NEW CONSTRUCTION,5/18/2021,5/18/2021,41.91826342,-87.67656457,60614,LOGAN SQUARE
100914949,PERMIT - NEW CONSTRUCTION,5/18/2021,5/18/2021,41.97090196,-87.69122887,60625,ALBANY PARK
100920765,PERMIT - NEW CONSTRUCTION,5/17/2021,8/10/2021,41.89490472,-87.6898643,60612,NORTH LAWNDALE
100920769,PERMIT - NEW CONSTRUCTION,5/17/2021,8/11/2021,41.89490558,-87.6897878,60612,NORTH LAWNDALE
100913927,PERMIT - NEW CONSTRUCTION,5/17/2021,5/17/2021,41.88983305,-87.66155336,60612,NORTH LAWNDALE
100921932,PERMIT - NEW CONSTRUCTION,5/17/2021,5/17/2021,41.92361841,-87.65645724,60614,LOGAN SQUARE
100922481,PERMIT - NEW CONSTRUCTION,5/17/2021,5/17/2021,41.78946628,-87.59302412,60637,WOODLAWN
100891282,PERMIT - NEW CONSTRUCTION,5/17/2021,5/17/2021,41.95919706,-87.73428274,60630,FOREST GLEN
100921373,PERMIT - NEW CONSTRUCTION,5/14/2021,5/14/2021,41.94010371,-87.648318,60657,LAKEVIEW
100846469,PERMIT - NEW CONSTRUCTION,5/14/2021,6/2/2021,41.91180108,-87.68033731,60647,LOGAN SQUARE
100922238,PERMIT - NEW CONSTRUCTION,5/13/2021,5/13/2021,41.99610355,-87.65571848,60660,EDGEWATER
100921353,PERMIT - NEW CONSTRUCTION,5/13/2021,5/13/2021,41.91549954,-87.64615754,60614,LOGAN SQUARE
100921585,PERMIT - NEW CONSTRUCTION,5/13/2021,5/13/2021,41.87826992,-87.62052861,60604,LOOP
100919215,PERMIT - NEW CONSTRUCTION,5/13/2021,7/27/2021,41.94169095,-87.68461839,60618,AVONDALE
100921900,PERMIT - NEW CONSTRUCTION,5/13/2021,8/31/2021,41.93011044,-87.65391981,60614,LOGAN SQUARE
100910338,PERMIT - NEW CONSTRUCTION,5/13/2021,6/29/2021,41.94341187,-87.83372004,60634,BELMONT CRAGIN
100918785,PERMIT - NEW CONSTRUCTION,5/12/2021,10/14/2021,41.92049238,-87.65937008,60614,LOGAN SQUARE
100909018,PERMIT - NEW CONSTRUCTION,5/12/2021,5/12/2021,41.91645257,-87.71904697,60618,AVONDALE
100915496,PERMIT - NEW CONSTRUCTION,5/12/2021,5/12/2021,41.81518709,-87.61389879,60653,KENWOOD
100918915,PERMIT - NEW CONSTRUCTION,5/12/2021,6/3/2021,41.90128332,-87.76790358,60651,HUMBOLDT PARK
100919119,PERMIT - NEW CONSTRUCTION,5/12/2021,6/9/2021,41.69044791,-87.70092814,60655,BEVERLY
100897871,PERMIT - NEW CONSTRUCTION,5/11/2021,7/21/2021,41.91412557,-87.75568619,60641,AVONDALE
100808902,PERMIT - NEW CONSTRUCTION,5/11/2021,5/11/2021,41.85627467,-87.64167158,60616,ARMOUR SQUARE
100908195,PERMIT - NEW CONSTRUCTION,5/11/2021,8/3/2021,41.94697057,-87.67878424,60613,
100918191,PERMIT - NEW CONSTRUCTION,5/11/2021,11/8/2021,41.82896246,-87.60791181,60615,GRAND BOULEVARD
100917761,PERMIT - NEW CONSTRUCTION,5/10/2021,8/11/2021,41.89651453,-87.72230017,60651,HUMBOLDT PARK
100910932,PERMIT - NEW CONSTRUCTION,5/7/2021,5/7/2021,41.74047436,-87.60046494,60619,AVALON PARK
100921477,PERMIT - NEW CONSTRUCTION,5/7/2021,5/7/2021,41.89504435,-87.73767269,60651,HUMBOLDT PARK
100917934,PERMIT - NEW CONSTRUCTION,5/7/2021,6/14/2021,41.84916451,-87.62685429,60616,ARMOUR SQUARE
100913647,PERMIT - NEW CONSTRUCTION,5/7/2021,10/14/2021,41.95229596,-87.74573502,60641,AVONDALE
100917278,PERMIT - NEW CONSTRUCTION,5/6/2021,5/6/2021,41.95747845,-87.68750325,60618,AVONDALE
100918388,PERMIT - NEW CONSTRUCTION,5/6/2021,8/30/2021,41.92675174,-87.66477596,60614,LOGAN SQUARE
100878289,PERMIT - NEW CONSTRUCTION,5/6/2021,6/7/2021,nan,nan,,
100920174,PERMIT - NEW CONSTRUCTION,5/6/2021,5/6/2021,41.89209414,-87.61156988,60611,
100910882,PERMIT - NEW CONSTRUCTION,5/5/2021,6/21/2021,41.86829747,-87.68917655,60612,NORTH LAWNDALE
100920944,PERMIT - NEW CONSTRUCTION,5/5/2021,5/5/2021,41.89672011,-87.61756751,60611,
100920723,PERMIT - NEW CONSTRUCTION,5/5/2021,5/5/2021,41.84924285,-87.6238609,60616,ARMOUR SQUARE
100920702,PERMIT - NEW CONSTRUCTION,5/4/2021,5/5/2021,41.9894658,-87.81421067,60631,NORWOOD PARK
100891722,PERMIT - NEW CONSTRUCTION,5/4/2021,5/4/2021,41.89148744,-87.67375395,60612,NORTH LAWNDALE
100775345,PERMIT - NEW CONSTRUCTION,5/4/2021,5/4/2021,41.93447355,-87.6595014,60657,LAKEVIEW
100911158,PERMIT - NEW CONSTRUCTION,5/4/2021,5/4/2021,41.83325965,-87.65574519,60620,ROSELAND
100915070,PERMIT - NEW CONSTRUCTION,5/4/2021,7/14/2021,41.93331434,-87.67750009,60657,LAKEVIEW
100918932,PERMIT - NEW CONSTRUCTION,5/3/2021,5/3/2021,41.90176191,-87.6293413,60611,
100916482,PERMIT - NEW CONSTRUCTION,5/3/2021,6/6/2021,41.97354597,-87.75375222,60630,FOREST GLEN
100915326,PERMIT - NEW CONSTRUCTION,5/3/2021,5/3/2021,41.84101634,-87.66322516,60608,NORTH LAWNDALE
100920656,PERMIT - NEW CONSTRUCTION,5/3/2021,5/7/2021,41.75096655,-87.62996105,60652,ASHBURN
100896027,PERMIT - NEW CONSTRUCTION,5/3/2021,5/27/2021,41.96878609,-87.6846096,9020,
100901338,PERMIT - NEW CONSTRUCTION,5/3/2021,5/3/2021,41.91121727,-87.71156722,60659,NORTH PARK
100915295,PERMIT - NEW CONSTRUCTION,5/3/2021,5/3/2021,41.84112205,-87.66331495,60608,NORTH LAWNDALE
100910350,PERMIT - NEW CONSTRUCTION,5/3/2021,8/3/2021,41.82390751,-87.61978794,60653,KENWOOD
100910657,PERMIT - NEW CONSTRUCTION,5/3/2021,5/3/2021,41.97316445,-87.68706197,60625,ALBANY PARK
100902656,PERMIT - NEW CONSTRUCTION,4/30/2021,6/9/2021,41.88777714,-87.61550674,60601,LOOP
100911934,PERMIT - NEW CONSTRUCTION,4/30/2021,7/22/2021,41.95919505,-87.73133165,60641,AVONDALE
100915387,PERMIT - NEW CONSTRUCTION,4/30/2021,4/30/2021,41.84103749,-87.66324312,60608,NORTH LAWNDALE
100917472,PERMIT - NEW CONSTRUCTION,4/30/2021,4/30/2021,41.91108516,-87.63125958,60610,WEST TOWN
100902657,PERMIT - NEW CONSTRUCTION,4/30/2021,6/9/2021,41.88777205,-87.6149745,60601,LOOP
100911953,PERMIT - NEW CONSTRUCTION,4/30/2021,9/3/2021,41.95929213,-87.73115145,60641,AVONDALE
100902642,PERMIT - NEW CONSTRUCTION,4/30/2021,6/9/2021,41.88778731,-87.61657123,60601,LOOP
100915299,PERMIT - NEW CONSTRUCTION,4/30/2021,5/7/2021,41.84105863,-87.66326108,60608,NORTH LAWNDALE
100915338,PERMIT - NEW CONSTRUCTION,4/30/2021,4/30/2021,41.84110091,-87.663297,60608,NORTH LAWNDALE
100915243,PERMIT - NEW CONSTRUCTION,4/30/2021,9/7/2021,41.96751123,-87.77795203,60630,FOREST GLEN
100911958,PERMIT - NEW CONSTRUCTION,4/30/2021,7/28/2021,41.95934695,-87.73115247,60641,AVONDALE
100916690,PERMIT - NEW CONSTRUCTION,4/29/2021,7/13/2021,42.0127284,-87.7059404,60645,
100912521,PERMIT - NEW CONSTRUCTION,4/29/2021,7/12/2021,41.91757267,-87.64955851,60614,LOGAN SQUARE
100916860,PERMIT - NEW CONSTRUCTION,4/29/2021,7/14/2021,41.95116102,-87.68338036,60625,ALBANY PARK
100918140,PERMIT - NEW CONSTRUCTION,4/29/2021,4/29/2021,41.72180414,-87.61399412,60617,EAST SIDE
100919999,PERMIT - NEW CONSTRUCTION,4/29/2021,4/29/2021,41.88343797,-87.64872378,60607,LOOP
100915236,PERMIT - NEW CONSTRUCTION,4/29/2021,9/14/2021,41.96752863,-87.77766622,60630,FOREST GLEN
100920004,PERMIT - NEW CONSTRUCTION,4/29/2021,4/29/2021,41.90335951,-87.67339734,60651,HUMBOLDT PARK
100919033,PERMIT - NEW CONSTRUCTION,4/29/2021,4/30/2021,41.83022704,-87.72405846,60623,SOUTH LAWNDALE
100915392,PERMIT - NEW CONSTRUCTION,4/28/2021,4/28/2021,41.84097406,-87.66318925,60608,NORTH LAWNDALE
100917390,PERMIT - NEW CONSTRUCTION,4/28/2021,5/21/2021,41.88855584,-87.64592378,60661,WEST TOWN
100917022,PERMIT - NEW CONSTRUCTION,4/28/2021,7/8/2021,41.81019788,-87.74063533,60632,ARCHER HEIGHTS
100907666,PERMIT - NEW CONSTRUCTION,4/28/2021,4/28/2021,41.91151627,-87.6773407,60622,WEST TOWN
100915898,PERMIT - NEW CONSTRUCTION,4/27/2021,8/31/2021,41.88757635,-87.65699485,60607,LOOP
100916047,PERMIT - NEW CONSTRUCTION,4/27/2021,8/25/2021,41.7779619,-87.71519834,60629,WEST ELSDON
100916530,PERMIT - NEW CONSTRUCTION,4/27/2021,6/17/2021,41.91324233,-87.69203555,60647,LOGAN SQUARE
100913857,PERMIT - NEW CONSTRUCTION,4/27/2021,4/27/2021,41.88124146,-87.67428253,60612,NORTH LAWNDALE
100907144,PERMIT - NEW CONSTRUCTION,4/27/2021,4/27/2021,41.85494049,-87.71007119,60623,SOUTH LAWNDALE
100919446,PERMIT - NEW CONSTRUCTION,4/27/2021,5/14/2021,41.78994306,-87.59627578,60637,WOODLAWN
100885605,PERMIT - NEW CONSTRUCTION,4/26/2021,4/29/2021,41.8717937,-87.6777657,60612,NORTH LAWNDALE
100915502,PERMIT - NEW CONSTRUCTION,4/23/2021,8/18/2021,41.83397172,-87.6207526,60653,KENWOOD
100919069,PERMIT - NEW CONSTRUCTION,4/23/2021,4/23/2021,41.80688047,-87.69768403,60632,ARCHER HEIGHTS
100919100,PERMIT - NEW CONSTRUCTION,4/23/2021,4/23/2021,41.80571322,-87.62421696,60615,GRAND BOULEVARD
100907863,PERMIT - NEW CONSTRUCTION,4/23/2021,4/29/2021,41.88855584,-87.64592378,60661,WEST TOWN
100868137,PERMIT - NEW CONSTRUCTION,4/23/2021,4/23/2021,41.92514095,-87.64131867,60614,LOGAN SQUARE
100919094,PERMIT - NEW CONSTRUCTION,4/23/2021,4/23/2021,41.97566434,-87.70489095,60625,ALBANY PARK
100913308,PERMIT - NEW CONSTRUCTION,4/22/2021,5/6/2021,41.88406579,-87.66156568,60607,LOOP
100918684,PERMIT - NEW CONSTRUCTION,4/22/2021,4/22/2021,41.85323373,-87.64636415,60616,ARMOUR SQUARE
100910931,PERMIT - NEW CONSTRUCTION,4/22/2021,6/25/2021,41.94633705,-87.73875725,60641,AVONDALE
100917408,PERMIT - NEW CONSTRUCTION,4/22/2021,4/29/2021,41.78396212,-87.60495287,60637,WOODLAWN
100822766,PERMIT - NEW CONSTRUCTION,4/22/2021,4/22/2021,41.96796582,-87.67603403,9020,
100913668,PERMIT - NEW CONSTRUCTION,4/21/2021,5/12/2021,41.83242436,-87.66754647,60608,NORTH LAWNDALE
100918506,PERMIT - NEW CONSTRUCTION,4/21/2021,4/21/2021,41.8238513,-87.62428782,60653,KENWOOD
100915401,PERMIT - NEW CONSTRUCTION,4/21/2021,7/7/2021,41.6881722,-87.70299179,60655,BEVERLY
100911583,PERMIT - NEW CONSTRUCTION,4/20/2021,4/20/2021,41.94798812,-87.6896532,60618,AVONDALE
100887624,PERMIT - NEW CONSTRUCTION,4/20/2021,8/25/2021,42.01182937,-87.69009235,60645,
100916873,PERMIT - NEW CONSTRUCTION,4/20/2021,4/29/2021,41.90843729,-87.67420831,60622,WEST TOWN
100906716,PERMIT - NEW CONSTRUCTION,4/20/2021,9/17/2021,41.91721238,-87.68623388,60647,LOGAN SQUARE
100914354,PERMIT - NEW CONSTRUCTION,4/20/2021,5/4/2021,41.95700736,-87.68476544,60618,AVONDALE
100909513,PERMIT - NEW CONSTRUCTION,4/19/2021,4/19/2021,41.91239607,-87.70329814,60647,LOGAN SQUARE
100894934,PERMIT - NEW CONSTRUCTION,4/19/2021,8/31/2021,41.92230468,-87.64850217,60614,LOGAN SQUARE
100907545,PERMIT - NEW CONSTRUCTION,4/19/2021,4/19/2021,41.91877696,-87.7039917,60647,LOGAN SQUARE
100915241,PERMIT - NEW CONSTRUCTION,4/19/2021,7/7/2021,41.87737213,-87.63969229,60606,NEAR WEST SIDE
100907389,PERMIT - NEW CONSTRUCTION,4/19/2021,4/19/2021,41.90361144,-87.71013981,60651,HUMBOLDT PARK
100914250,PERMIT - NEW CONSTRUCTION,4/16/2021,4/16/2021,41.97662246,-87.67223562,9020,
100910565,PERMIT - NEW CONSTRUCTION,4/16/2021,5/24/2021,41.9797288,-87.90232236,60666,OHARE
100911839,PERMIT - NEW CONSTRUCTION,4/16/2021,4/16/2021,41.91643387,-87.7152749,60647,LOGAN SQUARE
100917517,PERMIT - NEW CONSTRUCTION,4/16/2021,4/16/2021,41.8238513,-87.62428782,60653,KENWOOD
100911447,PERMIT - NEW CONSTRUCTION,4/15/2021,4/15/2021,41.94152552,-87.67976267,60618,AVONDALE
100910229,PERMIT - NEW CONSTRUCTION,4/15/2021,6/11/2021,41.74257762,-87.63393693,60620,ROSELAND
100917733,PERMIT - NEW CONSTRUCTION,4/15/2021,4/15/2021,41.86327278,-87.65914247,60608,NORTH LAWNDALE
100915351,PERMIT - NEW CONSTRUCTION,4/14/2021,6/14/2021,41.95965679,-87.715396,60625,ALBANY PARK
100909117,PERMIT - NEW CONSTRUCTION,4/14/2021,4/14/2021,41.92396759,-87.71030966,60647,LOGAN SQUARE
