,Unnamed: 0,tripid,tripstarttime,tripendtime,pickuplat,pickuplong,dropofflat,dropofflong,pick_zipcode,drop_zipcode,pick_ca,drop_ca
272,272,cc7c72f844673cb9214cf06ac44b4a30b4bf9729,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.97907082,-87.90303966,41.97907082,-87.90303966,60666,60666,OHARE,OHARE
273,273,0e189259ee625854b42934a12dc829beb570e6ee,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.89960211,-87.63330804,41.87886558,-87.62519214,60610,60604,WEST TOWN,LOOP
274,274,92d5a43e95ffe87c5247145ad6d96b42465c4cba,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,42.00157103,-87.69501259,42.00157103,-87.69501259,60645,60645,,
275,275,5f115985c2fa8a5784150e94cc90f258fd127df6,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,,,,,60666,IL,OHARE,
276,276,5620d1a9dbc7eb764539de21603f8ad172d2c9cb,2021-10-31T23:15:00.000,2021-10-31T23:45:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
277,277,89b68a2a02c6b420467038f841bc8f464bceff52,2021-10-31T23:15:00.000,2021-10-31T23:45:00.000,41.97907082,-87.90303966,41.89204214,-87.63186395,60666,60654,OHARE,LOOP
278,278,df776b19e47df29764b097f422be2e572b2c055b,2021-10-31T23:15:00.000,2021-10-31T23:45:00.000,41.96581197,-87.65587879,41.80908443,-87.63242452,60640,60653,EDGEWATER,KENWOOD
279,279,1dfc65c9cdcd0720e20a367db4b8513da74da0af,2021-10-31T23:15:00.000,2021-11-01T15:45:00.000,41.98026432,-87.91362459999999,41.98026432,-87.91362459999999,60018,60018,OHARE,OHARE
280,280,7e8714579d84e938f726497994e0d2ae875c2c5b,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.92268628,-87.64948873,41.92268628,-87.64948873,60614,60614,LOGAN SQUARE,LOGAN SQUARE
281,281,01146ef6da9e2751a5d1ac15c3b4530cbc661521,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.9442266,-87.65599818,41.89960211,-87.63330804,60657,60610,LAKEVIEW,WEST TOWN
282,282,b41dabc2b53dbdf126c3745a9ca96de31c83878b,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.87886558,-87.62519214,41.87886558,-87.62519214,60604,60604,LOOP,LOOP
283,283,c0054e29523f2cfb50ef4617541f1b6ffb6e2260,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.79259236,-87.76961545,,,60638,IL,MIDWAY,
284,284,977f0cc25044e501f8e47ec66b8cf72ae3001a83,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,41.97907082,-87.90303966,41.97907082,-87.90303966,60666,60666,OHARE,OHARE
285,285,70092157a2212a683ab4d1830b49c3416b9c2585,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.79259236,-87.76961545,41.87400538,-87.66351755,60638,60607,MIDWAY,LOOP
286,286,f8380cd2feeaa912ab56685c998b79d5f0845c44,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,41.98026432,-87.91362459999999,41.85718386,-87.62033462,60018,IL,OHARE,
287,287,89bbe8ac38577ed0629dab0ca7444ce74c5b9ab4,2021-10-31T23:00:00.000,2021-10-31T23:45:00.000,41.79259236,-87.76961545,,,60638,IL,MIDWAY,
288,288,966ab051a2680618a8de73341a5582d073dfffc8,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,,,,,60666,IL,OHARE,
289,289,00801784f25c2f2b081c465579ec826d707f3c4e,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,,,41.90120699,-87.67635599,60666,60622,OHARE,WEST TOWN
290,290,7926d76ce5e0d19112431fc8ab2bb18133dc5599,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,41.98026432,-87.91362459999999,,,60018,IL,OHARE,
291,291,1fa0c94013840fa04aba10efb76fdddb63f6ee2a,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,41.98026432,-87.91362459999999,41.98026432,-87.91362459999999,60018,60018,OHARE,OHARE
292,292,2a3815630fa964b26d93ea0446fb4e6f524b04ea,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.98026432,-87.91362459999999,41.98026432,-87.91362459999999,60018,60018,OHARE,OHARE
293,293,f23bb5feff991f550c546140473b18b204259412,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.89960211,-87.63330804,41.96581197,-87.65587879,60610,60640,WEST TOWN,EDGEWATER
294,294,7c477e3ed117d8ab683492d713019eb57ba35687,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,41.79259236,-87.76961545,41.85718386,-87.62033462,60638,IL,MIDWAY,
295,295,c0b6d7bde93c8feecc1e1b8f2fca565bc7c0b10a,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,41.986711799999995,-87.66341641,,,60660,IL,EDGEWATER,
296,296,c0028d0d2bea0db2d2e1920be6a749f1fd2dc1aa,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,41.87886558,-87.62519214,41.87886558,-87.62519214,60604,60604,LOOP,LOOP
297,297,7c309b5e2f0432c1e770611da510433d697dbbcf,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.79259236,-87.76961545,41.89960211,-87.63330804,60638,60610,MIDWAY,WEST TOWN
298,298,f3b268fa3f1867073e56a3c49d314baafa294cb4,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,42.00157103,-87.69501259,,,60645,IL,,
299,299,1b620a803d4c51d18f16f6cb28e37be9774eff96,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,,,,,60666,IL,OHARE,
300,300,a7c8e58048ec5468382fded36a484bcfb183b88d,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.98026432,-87.91362459999999,41.89960211,-87.63330804,60018,60610,OHARE,WEST TOWN
301,301,52ac2b9d650416c69f595fb75d0bf248a8a88e88,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,,,,,60666,IL,OHARE,
302,302,f30339709d160707cc7936b14de1e13492c1d4b7,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,41.87400538,-87.66351755,41.87400538,-87.66351755,60607,60607,LOOP,LOOP
303,303,4ac5ad87d15df76b53b537f2e79dab21613a6708,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
304,304,fec54258c7b7cfdac8631cea9d933b71e8595ed3,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,41.986711799999995,-87.66341641,41.986711799999995,-87.66341641,60660,60660,EDGEWATER,EDGEWATER
305,305,771488eb6344699c032fbd877783ace129857807,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.79259236,-87.76961545,41.89960211,-87.63330804,60638,60610,MIDWAY,WEST TOWN
306,306,46d24c7d4de0b5c2940a87a16eca7c793437afe7,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.70658788,-87.62336651,41.87400538,-87.66351755,60628,60607,WASHINGTON HEIGHTS,LOOP
307,307,235f1f20f3fcb788270e494220282c07240e74d5,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,41.89960211,-87.63330804,41.89960211,-87.63330804,60610,60610,WEST TOWN,WEST TOWN
308,308,69266e528894e5c1cf5adb023f0ad2fb6ce77c28,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,,,,,60666,IL,OHARE,
309,309,20524b6716c0579ed2f6d2f681f7c83da11abd43,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.97907082,-87.90303966,41.89207264,-87.62887416,60666,60654,OHARE,LOOP
310,310,28b158bc4b309eb30d74d83c01c2949796fe28a8,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,,,,,60666,IL,OHARE,
311,311,1fd4f3998cdd59e45c7d96f81a92f5bbcd4f7431,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,41.98026432,-87.91362459999999,42.00157103,-87.69501259,60018,60645,OHARE,
312,312,11f384c61cba41d6d5dabed77694848c42ef729c,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.68972991,-87.66905440000001,41.74124273,-87.5514282,60643,60617,WASHINGTON HEIGHTS,EAST SIDE
313,313,3c35b218bc498247a6b77cdc64154a26ad67472b,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,41.97907082,-87.90303966,41.97907082,-87.90303966,60666,60666,OHARE,OHARE
314,314,de8fb5fc23abd58e709c9f6defdef026937f5a8b,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.87400538,-87.66351755,41.7632468,-87.61613411,60607,60619,LOOP,AVALON PARK
315,315,f91708204d4b820f22d40d8d417cea3baf3d139c,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.9386662,-87.71121059,42.00157103,-87.69501259,60618,60645,AVONDALE,
316,316,2f1b0742ef6ec8cfdf584b03192709585d8db797,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.79259236,-87.76961545,41.87400538,-87.66351755,60638,60607,MIDWAY,LOOP
317,317,0adacb6b7d518da6605532b41a3f882d0d46dcde,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.98026432,-87.91362459999999,41.95358213,-87.72345239,60018,60618,OHARE,AVONDALE
318,318,e54fff433c48babbfbebdf6c95ff1d9cfc2cd148,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,42.00962288,-87.67016686,42.00962288,-87.67016686,60626,60626,,
319,319,a5f3e5d70f2e770d497e1d6bcd6b819f85b3d658,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,41.98026432,-87.91362459999999,41.89960211,-87.63330804,60018,60610,OHARE,WEST TOWN
320,320,cea7c7dd53d4f8b46c2ea7a22dc8c224091e0f98,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.97907082,-87.90303966,41.97907082,-87.90303966,60666,60666,OHARE,OHARE
321,321,1533030ff55a0653424b36f44a2646f31688ecf7,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.79259236,-87.76961545,,,60638,IL,MIDWAY,
322,322,86baee5a98ae34603372db23ed24bd1196d9b9d6,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,,,,,60666,IL,OHARE,
323,323,7c32a8798ea5fbf34f8060c9adb8ee82caf1617c,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,,,,,60666,IL,OHARE,
324,324,12f0fea75ee43f71b508112c1dfbf40f0ce289bb,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,41.9442266,-87.65599818,41.85026637,-87.66756931,60657,60608,LAKEVIEW,NORTH LAWNDALE
325,325,51bd760c6a434ed6e8ee43fd7c417cf5be54ce2a,2021-10-31T23:00:00.000,2021-10-31T23:45:00.000,41.98026432,-87.91362459999999,41.98026432,-87.91362459999999,60018,60018,OHARE,OHARE
326,326,1844a390c16ae5418d8ac86f749ab1b527c702a0,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.98026432,-87.91362459999999,,,60018,IL,OHARE,
327,327,4d87ea3037e1c561bc0c978dd7f34a05596f656c,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.89960211,-87.63330804,41.7632468,-87.61613411,60610,60619,WEST TOWN,AVALON PARK
328,328,3bca7cb69cef2df1cc901a4e51022f0f5bb2d348,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.98026432,-87.91362459999999,41.98026432,-87.91362459999999,60018,60018,OHARE,OHARE
329,329,b2db4cb67ec0fb231813f610959513d42d5fc29c,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,41.98026432,-87.91362459999999,41.92276062,-87.69915534,60018,60647,OHARE,LOGAN SQUARE
330,330,6ad26d77297fabf788f25432afb7b9532f322e33,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.92268628,-87.64948873,41.89960211,-87.63330804,60614,60610,LOGAN SQUARE,WEST TOWN
331,331,58812d0e828fae88d2170d0ac8b37ab37a2ba75e,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.98026432,-87.91362459999999,,,60018,IL,OHARE,
332,332,29e02b4b5577c17ef7bbac2efee00d21553e771c,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,41.98026432,-87.91362459999999,42.00157103,-87.69501259,60018,60645,OHARE,
333,333,02b7dbbd1acb26bad999f4f1ebeab30326d88d52,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,,,41.87886558,-87.62519214,60666,60604,OHARE,LOOP
334,334,03105a1b659d253e12c82b7b73bad6b2204d040f,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.6738199,-87.63573978,41.70658788,-87.62336651,60628,60628,WASHINGTON HEIGHTS,WASHINGTON HEIGHTS
335,335,afd5736dfe323c817b31f8875ed10bc1147a88ec,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,,,,,60666,IL,OHARE,
336,336,f665d779d7565d42b79f13baaa6cff7a8b25ccda,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.80908443,-87.63242452,41.74575771,-87.7083657,60653,60652,KENWOOD,ASHBURN
337,337,1d0b3d168bbbbbc27168a9ef3567702044dd0dc8,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,41.9442266,-87.65599818,41.89960211,-87.63330804,60657,60610,LAKEVIEW,WEST TOWN
338,338,d8cc751ecabdd4ea75a7594ab94e1f0701dc5910,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,,,,,60666,IL,OHARE,
339,339,3d26626a9842ce1f3f5f6a027f3075a49cf7d4a4,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
340,340,58b030d3aa2fa115acf13f67a23f98113102d4fa,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.87400538,-87.66351755,41.89960211,-87.63330804,60607,60610,LOOP,WEST TOWN
341,341,c49fc565f3a6a40d0fa9b6f4e4298f1ac3ae1689,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.89960211,-87.63330804,41.95358213,-87.72345239,60610,60618,WEST TOWN,AVONDALE
342,342,1581f95ea0383807476e5564af55d467e0d06f81,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.98026432,-87.91362459999999,,,60018,IL,OHARE,
343,343,82c8fef08fa8f7fe9cbf64efbc20acb01922cf87,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,,,41.89960211,-87.63330804,60666,60610,OHARE,WEST TOWN
344,344,c292e7dc1d12c886f03d5e5ee2a1ee1a17ad53fc,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.98026432,-87.91362459999999,,,60018,IL,OHARE,
345,345,44ae7574bcf7405207880d662f5f6e24041d7bef,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,,,41.89960211,-87.63330804,60666,60610,OHARE,WEST TOWN
346,346,952cbefdb9376cf4106560326c7a287a1278dccd,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.78599852,-87.75093429,41.85934972,-87.61735801,60638,IL,MIDWAY,
347,347,e840fac8d96987a1c5e049d55e07fa1dc4386dc3,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,41.87400538,-87.66351755,41.87400538,-87.66351755,60607,60607,LOOP,LOOP
348,348,ff30eb923d05fcfeb3b00b1cac61c24033f8e360,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.79409025,-87.59231086,41.77887686,-87.59492544,60637,60637,WOODLAWN,WOODLAWN
349,349,ddfd07895c6c1d168e0cb647ad383c7fbdf2ab81,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,41.87400538,-87.66351755,41.76157791,-87.57278199,60607,60649,LOOP,SOUTH CHICAGO
350,350,be87502ced70d6f6857117c07e9eeaa2ded1799f,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,42.00962288,-87.67016686,41.80891628,-87.59618334,60626,60637,,WOODLAWN
351,351,2018765bd6842f260af4523bc22ea95dc233f2ff,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,,,,,60666,IL,OHARE,
352,352,9b38b10caf8eefe418daa19cda5758689787b032,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
353,353,577a5b67472e6d0cdbc3b822fc0d689a66be78e3,2021-10-31T23:00:00.000,2021-11-01T12:15:00.000,41.89960211,-87.63330804,41.96581197,-87.65587879,60610,60640,WEST TOWN,EDGEWATER
354,354,c352a275265cdd0bc39c459802a8a7eab870c635,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,,,41.98026432,-87.91362459999999,60666,60018,OHARE,OHARE
355,355,3b2f01dec5a1b947b7dcf36869598f0c3fdac33c,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,41.89960211,-87.63330804,41.89960211,-87.63330804,60610,60610,WEST TOWN,WEST TOWN
356,356,f03ccb91e6d5e0c2a3a5633c613df38c85e88785,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,42.00157103,-87.69501259,41.87886558,-87.62519214,60645,60604,,LOOP
357,357,563d7c2f9a2aed7ceb47abab6cf4c6cac11fb478,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,41.98026432,-87.91362459999999,,,60018,IL,OHARE,
358,358,d3cda0cf64b3bdbcfa83befaf72aa7b23a2bde6e,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.97882953,-87.7711667,41.97882953,-87.7711667,60630,60630,FOREST GLEN,FOREST GLEN
359,359,59435686617e926797a0426a85d42d4a8ef8cf2d,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,41.89960211,-87.63330804,41.89960211,-87.63330804,60610,60610,WEST TOWN,WEST TOWN
360,360,60dfc6456301c470395d2f616da21949fd1ff51e,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.87400538,-87.66351755,41.89960211,-87.63330804,60607,60610,LOOP,WEST TOWN
361,361,e2176a1ea0e5cc627cd9928901d2298963a84741,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,41.80891628,-87.59618334,41.80891628,-87.59618334,60637,60637,WOODLAWN,WOODLAWN
362,362,c7aa1bb729f30b5da494cd4f790cb6279818519b,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,41.79259236,-87.76961545,41.87886558,-87.62519214,60638,60604,MIDWAY,LOOP
363,363,3775aa9a0268316357132fb8252e0753b41aa7b5,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,,,41.97907082,-87.90303966,60666,60666,OHARE,OHARE
364,364,a3e80bda2f49f6976440edbaa6b08a5bc04cd757,2021-10-31T23:00:00.000,2021-10-31T23:00:00.000,41.89960211,-87.63330804,41.89960211,-87.63330804,60610,60610,WEST TOWN,WEST TOWN
365,365,ff35d88400c8402bd1f8f3a5ba8ccb08cc87e24d,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,41.79259236,-87.76961545,41.87886558,-87.62519214,60638,60604,MIDWAY,LOOP
366,366,cf2610e263d88fd285ebca33050c277413de3ab9,2021-10-31T23:00:00.000,2021-10-31T23:45:00.000,,,,,60666,IL,OHARE,
367,367,e0fd2060de544032363da555d3b355c622fa01b8,2021-10-31T23:00:00.000,2021-10-31T23:30:00.000,41.98026432,-87.91362459999999,,,60018,IL,OHARE,
368,368,63f9be83852fe8eeaafd22a8c49bddc7a624bb10,2021-10-31T23:00:00.000,2021-10-31T23:15:00.000,,,41.9850151,-87.80453201,60666,60631,OHARE,NORWOOD PARK
369,369,0e1aa3d02d8e80666db911d97244d2ef735fa225,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.87925508,-87.642649,41.88099447,-87.63274649,60661,60603,WEST TOWN,LOOP
370,370,1cf41badc3f7aaeae1c4295369b5a66655fa68f6,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.9442266,-87.65599818,,,60657,IL,LAKEVIEW,
371,371,af576bf8c0006f6b2625dbc675006f773de62b5b,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.79259236,-87.76961545,41.89960211,-87.63330804,60638,60610,MIDWAY,WEST TOWN
372,372,6c5a0699674420472e54631bbfcd970c1e97f6f9,2021-10-31T22:45:00.000,2021-10-31T23:15:00.000,,,41.88498719,-87.62099291,60666,60601,OHARE,LOOP
373,373,a81f2cbf82a35df92af97ecc8b00bab285c1e1bb,2021-10-31T22:45:00.000,2021-10-31T23:15:00.000,41.97907082,-87.90303966,41.88498719,-87.62099291,60666,60601,OHARE,LOOP
374,374,d1f660d7a0545ea3b3d3f2a39b8b22de674f57fa,2021-10-31T22:45:00.000,2021-10-31T23:15:00.000,41.97907082,-87.90303966,41.85934972,-87.61735801,60666,IL,OHARE,
375,375,ae9b760129dbe5f960e376f973042c4586db2bb5,2021-10-31T22:45:00.000,2021-10-31T22:45:00.000,41.89960211,-87.63330804,41.89960211,-87.63330804,60610,60610,WEST TOWN,WEST TOWN
376,376,657e3eb764406fc7c9e177493f78c902c71db943,2021-10-31T22:45:00.000,2021-10-31T22:45:00.000,41.97907082,-87.90303966,41.97907082,-87.90303966,60666,60666,OHARE,OHARE
377,377,c8aacd79ae267dbc5a8857402d6fcf491c3370ad,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.89960211,-87.63330804,41.92268628,-87.64948873,60610,60614,WEST TOWN,LOGAN SQUARE
378,378,86b8a2c5fab45d464a0bbbe43cb9c19d4b75bf4c,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.98026432,-87.91362459999999,41.87400538,-87.66351755,60018,60607,OHARE,LOOP
379,379,c27d619a198befc3e789e98ca5b1f5cc32912125,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.98026432,-87.91362459999999,41.89960211,-87.63330804,60018,60610,OHARE,WEST TOWN
380,380,a52245f4b263410e89d1190e7827f10960a161ab,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.97517094,-87.68751552,41.986711799999995,-87.66341641,60625,60660,ALBANY PARK,EDGEWATER
381,381,68df675f8d1f34c9257c15ac81ffa217e0317fb9,2021-10-31T22:45:00.000,2021-10-31T22:45:00.000,41.97907082,-87.90303966,41.97907082,-87.90303966,60666,60666,OHARE,OHARE
382,382,078975afcff79e50b8a449e547087b1dbb6b9356,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.78599852,-87.75093429,41.88498719,-87.62099291,60638,60601,MIDWAY,LOOP
383,383,1aa89776aa55b407f48e0e0514d53bea343fdd98,2021-10-31T22:45:00.000,2021-10-31T22:45:00.000,41.68972991,-87.66905440000001,41.6738199,-87.63573978,60643,60628,WASHINGTON HEIGHTS,WASHINGTON HEIGHTS
384,384,7c9294b7643d57f1d59686da6396cf290864cd11,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
385,385,a001b507b4a834b6a31d488f709492ecdeeb8fa9,2021-10-31T22:45:00.000,2021-10-31T22:45:00.000,41.84207612,-87.63397342,41.79259236,-87.76961545,60616,60638,ARMOUR SQUARE,MIDWAY
386,386,674f9db0b9095bae272ce3acd47574839b2d29fa,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.98026432,-87.91362459999999,,,60018,IL,OHARE,
387,387,db2d6aa8f34638c4be529e21c1582c46278a5905,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,,,,,60666,IL,OHARE,
388,388,c92c7db85f97d5077fb61a35c158d3f8cc2ff192,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.78599852,-87.75093429,41.87060737,-87.62217294,60638,60605,MIDWAY,NEAR SOUTH SIDE
389,389,48c5fa45a24c6d57e8d8b8ad3bbbbb8d444ee312,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,,,41.97907082,-87.90303966,60666,60666,OHARE,OHARE
390,390,f53b0835208bbd32d7731a2a64f528e798a303d0,2021-10-31T22:45:00.000,2021-10-31T23:15:00.000,41.98026432,-87.91362459999999,41.89960211,-87.63330804,60018,60610,OHARE,WEST TOWN
391,391,9e5541e21a7be47cca6d9a9e5396adbd9459abb9,2021-10-31T22:45:00.000,2021-10-31T22:45:00.000,41.87400538,-87.66351755,41.87400538,-87.66351755,60607,60607,LOOP,LOOP
392,392,9f84605b01acc51477d11f501ca96b1c08d98ca9,2021-10-31T22:45:00.000,2021-10-31T22:45:00.000,41.9442266,-87.65599818,41.9442266,-87.65599818,60657,60657,LAKEVIEW,LAKEVIEW
393,393,6a6d0e85b8cb386251e87671b1d34a2cc3f82013,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.98026432,-87.91362459999999,41.98026432,-87.91362459999999,60018,60018,OHARE,OHARE
394,394,d037ed90613d24f92e12f3303a1c8ddf05ff43af,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.98026432,-87.91362459999999,,,60018,IL,OHARE,
395,395,92f4d195520779ce1fed834434baf8b548e0b405,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.87400538,-87.66351755,41.85718386,-87.62033462,60607,IL,LOOP,
396,396,02d1594c7178f9974cb1aa4baa53d9ec7db9bfa7,2021-10-31T22:45:00.000,2021-10-31T23:15:00.000,41.9442266,-87.65599818,41.90120699,-87.67635599,60657,60622,LAKEVIEW,WEST TOWN
397,397,36b50b9410bd8c7d99cad23233cac46e2fc9eaf5,2021-10-31T22:45:00.000,2021-10-31T23:15:00.000,,,42.00157103,-87.69501259,60666,60645,OHARE,
398,398,89972ee1501797de50c4f0af8941dcc16a662af0,2021-10-31T22:45:00.000,2021-10-31T23:30:00.000,41.89960211,-87.63330804,41.986711799999995,-87.66341641,60610,60660,WEST TOWN,EDGEWATER
399,399,0b59066fe4516776093fa593ca439cc6a68c4cc5,2021-10-31T22:45:00.000,2021-10-31T22:45:00.000,,,,,60666,IL,OHARE,
400,400,41a5a770a13d3c3d64e44ec1aa9aa0257451bf26,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.87400538,-87.66351755,41.9386662,-87.71121059,60607,60618,LOOP,AVONDALE
401,401,f92d41afa1f608a872fccb5f7836a143e584b869,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.98026432,-87.91362459999999,41.92268628,-87.64948873,60018,60614,OHARE,LOGAN SQUARE
402,402,81f6339988b78838664ab9f6a190cf6da4d3144f,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,,,41.97882953,-87.7711667,60666,60630,OHARE,FOREST GLEN
403,403,02680ac1a58f5b899ec41bd5a267dc62ecb22b10,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.85718386,-87.62033462,41.89960211,-87.63330804,IL,60610,,WEST TOWN
404,404,97010dace518aae6ee70834d708d2865d6fde382,2021-10-31T22:45:00.000,2021-10-31T23:15:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
405,405,4aa9ad3113ee3e3574c0f2b25e38393d9a3883df,2021-10-31T22:45:00.000,2021-10-31T23:15:00.000,41.97907082,-87.90303966,41.88498719,-87.62099291,60666,60601,OHARE,LOOP
406,406,5538196c201dcf1b0a5dc0d70c58031b228d1f84,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.9442266,-87.65599818,41.89960211,-87.63330804,60657,60610,LAKEVIEW,WEST TOWN
407,407,c9d268a57ec0de6bcb57dc0aeb994fd4058db79d,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.89960211,-87.63330804,41.85026637,-87.66756931,60610,60608,WEST TOWN,NORTH LAWNDALE
408,408,09b65b8815f77ad065c702fbefc398d7b10c0f4b,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.87886558,-87.62519214,41.85026637,-87.66756931,60604,60608,LOOP,NORTH LAWNDALE
409,409,f6ab02e69d13671c2c8d9eb5933f1eb4853e5e7b,2021-10-31T22:45:00.000,2021-10-31T23:00:00.000,41.79259236,-87.76961545,41.87400538,-87.66351755,60638,60607,MIDWAY,LOOP
